epoch,loss_train,loss_valid,roc_auc_train,roc_auc_valid,average_precision_train,average_precision_valid,fold
0,0.44841056954033365,0.4097484923758597,0.6703982120115042,0.7457288038259509,0.26761386469270293,0.31419443488739573,2
1,0.42343913855424814,0.41487249732017517,0.7066317928248219,0.7540709729266518,0.2903515152404477,0.32395652535978836,2
2,0.41032263721201323,0.38786097123937785,0.7270478777151075,0.7664512848009665,0.30187134076120015,0.3308737287544706,2
3,0.41029273890170387,0.38919043372262196,0.7273282073010177,0.783181024023654,0.304318889395883,0.3513699981350964,2
4,0.4034689350365088,0.4036395993997466,0.7396361109457075,0.7646604859811587,0.30925529773981825,0.32454650470745294,2
5,0.38455232686424856,0.3808054693464963,0.7761487737214362,0.7890073605901033,0.3338493870685391,0.34965097034840714,2
6,0.3772569622151107,0.3763990565290991,0.7846263810606331,0.7899364826557367,0.3441206904584215,0.3474114646832971,2
7,0.36928461529667067,0.3713067927450504,0.7978800165220323,0.7958291403020257,0.3573367264587944,0.35820143161762474,2
8,0.3719967425997701,0.3701165048581249,0.7966531854361322,0.7952938306528579,0.3576850187083021,0.36183325690653173,2
9,0.3666448046450359,0.36770323481199874,0.8002300956698558,0.803447354249822,0.3663550681685966,0.3732804173186088,2
10,0.3636274717113573,0.3677897225573378,0.8063577174733936,0.8012612453654978,0.3666473412093769,0.36769804689589014,2
11,0.35970072880716353,0.3690419112736324,0.811500387586025,0.8084161674484349,0.37593522598446,0.3761702423297988,2
12,0.3555632388742188,0.36673386844823946,0.8163533377887326,0.8086478342958447,0.3826653071308061,0.37631426959760067,2
13,0.35220181241584503,0.36824143354622824,0.8226671957672849,0.8059209621975186,0.38823631232317396,0.3790965887649451,2
14,0.3553838687082194,0.3664362467122528,0.8180983126758067,0.8099064455888435,0.38510173228218963,0.3774670566585323,2
15,0.3518652112608076,0.36838401319845665,0.8233723168762432,0.8094288234585303,0.3878924463159115,0.37555752767766276,2
16,0.3479066656591012,0.36701455824780016,0.8292651939331949,0.8086113200107732,0.39574108767855104,0.37750807280165066,2
17,0.3500714334027624,0.3666203781118933,0.8266969950528172,0.8101487825268436,0.39378214548431245,0.37848800843630714,2
18,0.35067150974499317,0.37154413028708044,0.8237351037480831,0.8100651155762713,0.3905909994011581,0.3745717070319527,2
19,0.351931685434907,0.36854424875862196,0.8237112359353003,0.8092234380675056,0.3893539740293937,0.3767933852001539,2
