epoch,loss_train,loss_valid,roc_auc_train,roc_auc_valid,average_precision_train,average_precision_valid,fold
0,0.4590297140157561,0.404657281794638,0.6542507489913345,0.7424658334550189,0.25716924236243693,0.30586909179275185,0
1,0.42126076097368065,0.41821966868526533,0.7057872217552077,0.7270303366696923,0.2884162630746102,0.3021813875804059,0
2,0.40943266554773794,0.3941060141572412,0.7192553865658983,0.7600272483677541,0.30119356139103143,0.32550007690329535,0
3,0.40661810117565117,0.39056638529840504,0.7355058857032183,0.7566798684938298,0.30455878343731535,0.31786273657037417,0
4,0.4044463898669282,0.47251962434570743,0.7386146262292534,0.7309599327883581,0.3076566013887194,0.31215957156255386,0
5,0.4037538168464173,0.39533070629497746,0.7446375780899791,0.7732220198161681,0.310474132252365,0.33344836461786764,0
6,0.38167094469822543,0.3801473947066181,0.7742051681785818,0.7835496990820474,0.336431244027805,0.34003563144718135,0
7,0.3763946354013136,0.3810420612681587,0.7848280146229658,0.7871585870774573,0.34225772175521496,0.34401785739458496,0
8,0.3748130087596761,0.3745212644900916,0.7895688494964049,0.7918913721022864,0.3457778602753678,0.3509719038932066,0
9,0.3689817398880558,0.3774421690207607,0.7965008605516428,0.7953844712858322,0.35595945775939425,0.351488481866707,0
10,0.36488436806465174,0.36924768028394234,0.8034908791267279,0.8022054212174499,0.35838431733253223,0.3635932482703374,0
11,0.3613742070055158,0.3750664991027904,0.8103890627934022,0.8030355468909254,0.3609071636177619,0.36372560545891486,0
12,0.35841270063765795,0.37587024187141993,0.8121389337314577,0.8001680094003678,0.3737781643247528,0.3640139228140318,0
13,0.35661449713473814,0.37178163005495973,0.815586805740518,0.8016957729226435,0.37631605956956804,0.3649106167228604,0
14,0.35219212957549173,0.3701089539055554,0.8238449946795093,0.8030437277540607,0.3855240740695085,0.36643163321762545,0
15,0.3540316621775883,0.36925619137736987,0.8198421274170302,0.8029062158260354,0.38172045755474615,0.3657780402168957,0
16,0.34725996226730405,0.3756740939504695,0.8288127355203662,0.8008014102032197,0.38875753993476353,0.36557814008260237,0
17,0.35096116392206317,0.3706844002008438,0.8238442870499328,0.8028686780819989,0.3869570877128096,0.3658680544093573,0
18,0.3515543130105978,0.3726469708501168,0.8224636485385307,0.8014971089980121,0.3833424122539293,0.3659031775644986,0
19,0.35132483686746485,0.3745838302486348,0.8220011477032192,0.8011639470520924,0.38725084010228067,0.36535521093706186,0
