epoch,loss_train,loss_valid,roc_auc_train,roc_auc_valid,average_precision_train,average_precision_valid,fold
0,0.4552688366419133,0.3963498551890535,0.6492971645642744,0.7396239135037007,0.25864319323883517,0.31661073588249133,3
1,0.4230383079416744,0.387009286093262,0.7005993493014488,0.7625434070943092,0.28667881885614194,0.33637280600752445,3
2,0.4153138754965755,0.38416594154429884,0.7150328376434736,0.7707202300497629,0.2968248331238493,0.33229981305955975,3
3,0.41313976383171624,0.3869626482702651,0.7179315543450934,0.7775251148255777,0.296690718525745,0.33550463655657176,3
4,0.4058204304062606,0.4158257763340788,0.7338991390205087,0.7490010193315654,0.3050347629808876,0.3225459472720833,3
5,0.38992940782560537,0.36630380209886804,0.7673123642692006,0.801301750007808,0.32871954266945175,0.35295950778512325,3
6,0.37947092757616135,0.3635971166615216,0.7822847132382056,0.8088113666923504,0.3417446790001888,0.3633837515971707,3
7,0.37480967400201864,0.3607921406345547,0.787475963088771,0.8127405744280307,0.3488326988481934,0.36592676048481393,3
8,0.37189545522352874,0.3551831540634047,0.7950837321613451,0.8189331916025806,0.35786640979506806,0.3746661431414176,3
9,0.36659551024060893,0.3612424531635248,0.7999349757197971,0.8173790189186767,0.3637670662244888,0.36854475261938197,3
10,0.3608935124208498,0.36656505684807617,0.8061351969893635,0.8112200561528459,0.36749004447935985,0.36695206929684193,3
11,0.3596625384942214,0.3593299431058596,0.810948185681803,0.8168517380337543,0.37543405230831456,0.37417874173949867,3
12,0.36085962713328823,0.36091128638330494,0.8089305580845506,0.8139232813839514,0.37374926719025786,0.3716319558490369,3
13,0.35864688197521005,0.35592893328306807,0.8110132490189095,0.8194663353811766,0.3776703966828152,0.37674574092734253,3
14,0.35510805183404626,0.3569512597794803,0.8179380268048665,0.8186028117243731,0.38092699680230496,0.3737263381123765,3
15,0.3563149001226064,0.3584939966786583,0.8167385477932263,0.8178976415113994,0.3783397353072157,0.3744099365846778,3
16,0.35819386951742865,0.3558383879234206,0.8108208868810262,0.8189108494349253,0.37841211545514314,0.3759988326343146,3
17,0.3584007546070622,0.3565580206659605,0.8114894805095481,0.8196659884386677,0.37720687625884836,0.3769355278101767,3
18,0.3560410516589222,0.35711362789262013,0.8138597337164397,0.8184147870232696,0.37937666263555386,0.37534123436926864,3
19,0.35592588692997534,0.35655817726873,0.8141002205666217,0.8200369995692424,0.375810982017969,0.3763795197404632,3
