epoch,loss_train,loss_valid,roc_auc_train,roc_auc_valid,average_precision_train,average_precision_valid,fold
0,0.4736536477032968,0.3974775165881751,0.6140968089408892,0.7586636256790682,0.23896783606223101,0.33069704617110757,3
1,0.43508226258397337,0.405082477151223,0.6841641756581242,0.7544264805194376,0.27432203153923623,0.3277589965447059,3
2,0.4177739465612867,0.4198940025185639,0.7221843069503573,0.7712030818715245,0.29571411507646844,0.33582711119294323,3
3,0.3843827113744305,0.37066484284850787,0.7769916376738426,0.8023044088293585,0.34037206564010475,0.35893437687463176,3
4,0.37752218309356383,0.3648992838724604,0.7855748515155188,0.809032296021526,0.3485209133321096,0.3638452134592027,3
5,0.37307986539202564,0.37970164530682116,0.7957681223288662,0.8004374855408252,0.35602645949146033,0.3601772775408874,3
6,0.3685254559978931,0.3649297002351509,0.8010484205464866,0.8112789936922302,0.36265085120184076,0.3660365351214749,3
7,0.3661278880970953,0.3625203913675164,0.8037291473381458,0.8101584082702129,0.3673343175243142,0.3658823416560988,3
8,0.3622279313982591,0.362178291071136,0.8108928305269653,0.8106219359701121,0.37234678027469736,0.3662682666407937,3
9,0.364929216809174,0.36182368307743434,0.8035951194576141,0.8104589253123969,0.3684713334060379,0.36642071918955693,3
10,0.36141776891619964,0.36316452639282876,0.8122707602987005,0.8091088445830196,0.37767576336585806,0.36575523773818647,3
11,0.3615508724364068,0.361990676735932,0.8110165340380718,0.8106816332944355,0.3770459401520641,0.3667299809377214,3
