epoch,loss_train,loss_valid,roc_auc_train,roc_auc_valid,average_precision_train,average_precision_valid,fold
0,0.47395908418139054,0.4320454760542456,0.6180868758586403,0.7169123320768293,0.24198643433462386,0.29934216341416414,4
1,0.43185628712529966,0.4255658882968831,0.6869556099941238,0.7439557876915501,0.27925759259042837,0.3170742280117626,4
2,0.42043215912239557,0.45356070151868855,0.7099646292726436,0.7576867340532262,0.2921045641106659,0.32583804606416766,4
3,0.41089483152127126,0.44358145178488967,0.7328583529917335,0.7524851451134995,0.30278637956258747,0.32849273097789805,4
4,0.3840539672759158,0.3790390854174236,0.7727003566629748,0.7883497414942237,0.33314052518178444,0.3536419385127034,4
5,0.37725313357582696,0.3762019397515171,0.7841113378296531,0.7944214815999238,0.34352340303754064,0.3590069552699404,4
6,0.3721918456212303,0.3733438939418433,0.7931665741703124,0.7971391156325678,0.34761879725237943,0.35940487355741063,4
7,0.3710393161169406,0.37374780481716374,0.7988504938297714,0.7963572192008287,0.3514426994250926,0.3648345935636545,4
8,0.3682760123082637,0.3728134426868187,0.7986133882768321,0.8009570184802175,0.35173166424244706,0.36900908713941477,4
9,0.37025687839152543,0.37127713240542504,0.796760144291458,0.80469399652517,0.3524881061277596,0.37098066891409937,4
10,0.365173851024117,0.37664990576933016,0.8027235781902322,0.8042625350432901,0.3569988715041,0.36852812385910466,4
11,0.36555663553568035,0.37056516785666627,0.8031874802777231,0.8088047886550236,0.3585336723571833,0.37435477060903727,4
12,0.36266521324772805,0.37084921266672743,0.8047210834328805,0.8071908142141495,0.36211186872284334,0.3720506147082387,4
13,0.361777499979417,0.3659128836303387,0.8079896300541205,0.8108056355922816,0.36397876793690953,0.3773674580633346,4
14,0.3590517726082068,0.366608516506429,0.8129496708302637,0.8101580846837053,0.37026610188163717,0.37304031913758573,4
15,0.35557828823020005,0.3719672234553211,0.8163356104685235,0.8071079951132298,0.3746287508647102,0.3741675111957776,4
16,0.3478634001382239,0.36804952739544633,0.8274668391511687,0.8103730190957771,0.387718304525628,0.37644969491634334,4
17,0.3508547919506622,0.3661263084636544,0.8257697669581554,0.8117691709157013,0.3862647875501833,0.3781785619438027,4
18,0.3488562889911484,0.36623518000233846,0.823942537122051,0.8117198557511925,0.38658269895245706,0.37824839243212827,4
19,0.35039714625366103,0.36616249494957476,0.8243803567202295,0.8118128752215996,0.3835330991767607,0.37836956887227396,4
