epoch,loss_train,loss_valid,roc_auc_train,roc_auc_valid,average_precision_train,average_precision_valid,fold
0,0.45748126642003334,0.49912050647555656,0.647612342009621,0.7425708862834501,0.25935369843036055,0.32159353529430573,2
1,0.4226686008406814,0.3996279200292983,0.7054348276810104,0.7612081884911371,0.287853050382916,0.3280814484399499,2
2,0.41357952747236815,0.39400780144727454,0.7259779365270064,0.7743766833805574,0.2982828877059544,0.34272197626364576,2
3,0.40974736488488533,0.403704323858585,0.7371247215265494,0.7756394804662585,0.30600761069340876,0.33794166142231474,2
4,0.40465967721605206,0.3885302166893797,0.7481118383867962,0.7899077870374606,0.31538536279158674,0.3525673150392323,2
5,0.4051011625302614,0.3822072440723203,0.7479417081113362,0.7903579858245436,0.3126631897130117,0.3577720635907046,2
6,0.3980222992613706,0.37830364985286064,0.754450280487162,0.7931046054120028,0.3219428898436525,0.3513383230182856,2
7,0.39616935704586775,0.37964517946513193,0.7591218076810828,0.790807016616209,0.31856174149416144,0.35163982211813916,2
8,0.39604509282394273,0.38024911846754683,0.7609349557332002,0.7863207213547345,0.32831191913404384,0.3554726478606243,2
9,0.36847859994311777,0.37049616788918116,0.8014410673335828,0.7957369934659944,0.3603200603624301,0.36277702363309133,2
10,0.36460781273757215,0.3697844982709525,0.8109814819093413,0.7973315110378113,0.36888812219522676,0.36641821433775723,2
11,0.360526425319428,0.36951470712445816,0.8157399139519732,0.7995148782504515,0.3746432131447664,0.36544291556695235,2
12,0.3576191143083149,0.3673976519197788,0.8184422501323069,0.7987003498164664,0.37937458743181995,0.36976261854722686,2
13,0.3535240007163975,0.37205526345181017,0.8232065812232827,0.7970240746503945,0.38425063533572773,0.3638452098738139,2
14,0.3516131271507143,0.38638722727883534,0.8246700514546795,0.7983268542436348,0.38852088724826145,0.3631522953115773,2
15,0.3497669334271721,0.370872659503289,0.8283091696043909,0.8002349035036022,0.3886482245213934,0.3672409210045738,2
16,0.3489365573729989,0.3699574959727953,0.8286027960616887,0.8005045777448573,0.3917723058333238,0.367570711735387,2
17,0.34659437159226963,0.3698512023349978,0.8305138143259044,0.8004534382877477,0.39060854762511105,0.36769696496709675,2
18,0.34652465448165554,0.3698976751206056,0.8324331371384439,0.8005183150681336,0.3933965880384694,0.3677221309910788,2
19,0.3479301828516306,0.3698841043800678,0.8298664330892378,0.8005131869486914,0.3917399149950184,0.3677462467191788,2
